"","X","Tag","treatment","maple_leaf_length_0","maple_height_0","maple_leaves_0","gh_bench","Maple_LeafNum_End","Maple_Damage_End","Maple_TotalLeafArea_End","Maple_StemHeight_End","comp_number","Sample","ChlorA","ChlorB","DataFile","gluc_Conc","flav_Conc","gh_col","gh_row","GM_Leaf_Len_Initial","GM_NumberOfLeaves_Initial","Fern","Pool","Genotype","GM_Leaf_Number","GM_Leaf_Len","GM_Leaf_Wid","ThripsDam","WhiteFungDam","BlackPathDam","GM_TotalLeaf_Area","GM_NumberOfLeaves","GA3","Family","Region","Latitude","Longitude","Altitude","ID","Row_Field","Col_Field","Larg_Leaf_Len_Bolt","Larg_Leaf_Wid_Bolt","GM_StemHeight_Bolt","GM_Leaf_Number_Bolt","Sampler","Maple_Died","RGR1","RGR2","RGR3","RGR4","MapleFinalMass","GM_Fecundity"
"167",198,"c|CWRIC2-X2|Q|90","gm",NA,NA,NA,4,NA,NA,NA,NA,57,"90_1",0.374016955,0.14966122,"Dat_Jan_20_2020_AM.txt",0.22625979216,0.075678975544,3,3,14,2,0,"No","c|CWRIC2-X2|Q|90",1,45,41,0,0,0,5601,3,"y","CWRIC2","NorthAm",37.544016,-77.509875,30,"90",3,2,"20","18","56","6","Nikita",NA,3.29e-07,4.22e-08,-1.66e-08,2.82e-07,NA,NA
"168",199,"c|CWRIC2-X2|Q|90","gm",NA,NA,NA,4,NA,NA,NA,NA,57,"90_2",0.720504385,0.228333315,"Dat_Jan_28_2020_AM.txt",0.21912099972,0.137988418366,3,3,14,2,0,"No","c|CWRIC2-X2|Q|90",2,40,41,65,0,0,5601,3,"y","CWRIC2","NorthAm",37.544016,-77.509875,30,"90",3,2,"20","18","56","6","Nikita",NA,3.29e-07,4.22e-08,-1.66e-08,2.82e-07,NA,NA
"169",200,"a|DVGM-20|Q|109","gm",NA,NA,NA,2,NA,NA,NA,NA,58,"109_1",0.10896531,0.077565915,"Dat_Jan_14_2020_AM.txt",0.14768134494,0.042590960974,4,19,13,4,4,"No","a|DVGM-20|Q|109",1,46,51,0,0,0,4515,4,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"109",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,6.5e-07,-7.2e-08,-2.67e-08,3.56e-08,NA,NA
"170",201,"a|DVGM-20|Q|109","gm",NA,NA,NA,2,NA,NA,NA,NA,58,"109_2",0.18300094,0.0938898850000001,"Dat_Jan_8_2020_PM.txt",0.08572559316,0.027839446786,4,19,13,4,4,"No","a|DVGM-20|Q|109",2,45,39,3,0,2,4515,4,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"109",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,6.5e-07,-7.2e-08,-2.67e-08,3.56e-08,NA,NA
"171",202,"a|MSMID1-1-20|Q|368","gm",NA,NA,NA,2,NA,NA,NA,NA,58,"368_1",0.377433095,0.107414455,"Dat_Jan_8_2020_AM.txt",0.14904357828,0.077054483842,4,19,15,2,4,"No","a|MSMID1-1-20|Q|368",1,57,47,6,0,13,4051,3,"n","MSMID1","NorthAm",41.60111111,-72.70111111,5,"368",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,3.21e-07,5.17e-08,1.04e-07,-7.71e-08,NA,NA
"172",203,"a|DVGM-20|Q|105","gm",NA,NA,NA,2,NA,NA,NA,NA,59,"105_1",0.419181275,0.246314085,"Dat_Dec_9_2019.txt",0.2511593484,0.090192212704,2,21,12,4,0,"No","a|DVGM-20|Q|105",1,59,60,4,0,2,6867,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"105",8,6,"24","26","150","11","Liisa",NA,1.13e-06,3.47e-07,8.3e-08,-8.27e-08,NA,NA
"173",204,"a|DVGM-20|Q|105","gm",NA,NA,NA,2,NA,NA,NA,NA,59,"105_2",0.40523763,0.159946675,"Dat_Dec_11_2019_PM.txt",0.31387381242,0.114648100396,2,21,12,4,0,"No","a|DVGM-20|Q|105",2,36,37,0,0,0,6867,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"105",8,6,"24","26","150","11","Liisa",NA,1.13e-06,3.47e-07,8.3e-08,-8.27e-08,NA,NA
"174",205,"a|DVGM-20|Q|106","gm",NA,NA,NA,4,NA,NA,NA,NA,60,"106_1",NA,NA,"Dat_Dec_8_2019.txt",NA,NA,1,21,13,4,0,"No","a|DVGM-20|Q|106",1,32,33,0,0,0,4419,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"106",9,6,"12","11","28","4","Liisa",NA,4.64e-07,-4.86e-08,-4.32e-09,1.15e-07,NA,NA
"175",206,"a|DVGM-20|Q|106","gm",NA,NA,NA,4,NA,NA,NA,NA,60,"106_2",0.333484835,0.116170065,"Dat_Jan_17_2020_AM.txt",0.16783894968,0.079285623286,1,21,13,4,0,"No","a|DVGM-20|Q|106",2,35,33,0,0,0,4419,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"106",9,6,"12","11","28","4","Liisa",NA,4.64e-07,-4.86e-08,-4.32e-09,1.15e-07,NA,NA
"176",207,"a|SMITH1-20|Q|449","gm",NA,NA,NA,4,NA,NA,NA,NA,60,"449_1",NA,NA,"Dat_Dec_6_2019.txt",NA,NA,1,21,10,2,0,"No","a|SMITH1-20|Q|449",1,33,31,0,1,0,5903,4,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"449",9,6,"12","15","63","8","Liisa",NA,8.84e-07,1.17e-07,2.49e-08,5.37e-08,NA,NA
"177",208,"a|SMITH1-20|Q|449","gm",NA,NA,NA,4,NA,NA,NA,NA,60,"449_2",NA,NA,"Dat_Dec_8_2019.txt",NA,NA,1,21,10,2,0,"No","a|SMITH1-20|Q|449",2,54,45,2,1,0,5903,4,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"449",9,6,"12","15","63","8","Liisa",NA,8.84e-07,1.17e-07,2.49e-08,5.37e-08,NA,NA
"178",209,"e|CRSOSO-3-40|Q|50","gm",NA,NA,NA,4,NA,NA,NA,NA,61,"50_1",0.217524995,0.10174158,"Dat_Jan_20_2020_AM.txt",0.1653731349,0.056367705502,5,10,19,5,0,"No","e|CRSOSO-3-40|Q|50",1,50,52,18,7,0,5502,3,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"50",4,4,"Dead","Dead","Dead","Dead","Nikita",NA,6.38e-07,1.79e-07,9.46e-08,-4e-08,NA,NA
"179",210,"e|CRSOSO-3-40|Q|50","gm",NA,NA,NA,4,NA,NA,NA,NA,61,"50_2",0.48403363,0.146992685,"Dat_Jan_30_2020_AM.txt",0.14462925252,0.084614364094,5,10,19,5,0,"No","e|CRSOSO-3-40|Q|50",2,47,50,15,0,0,5502,3,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"50",4,4,"Dead","Dead","Dead","Dead","Nikita",NA,6.38e-07,1.79e-07,9.46e-08,-4e-08,NA,NA
"180",211,"a|VSGARO1-1-0|Q|534","gm",NA,NA,NA,4,NA,NA,NA,NA,62,"534_1",0.219014435,0.0791686,"Dat_Jan_14_2020_AM.txt",0.14414643564,0.088968335242,2,19,18,3,0,"No","a|VSGARO1-1-0|Q|534",1,47,39,2,4,4,3883,2,"n","VSGAR01","NorthAm",44.22842,-69.78268,62,"534",6,3,"Dead","Dead","Dead","Dead","Liisa",NA,4.83e-07,3.61e-07,-8.44e-08,-3.63e-08,NA,NA
"181",212,"c|JBBLB2-1-20|Q|207","gm",NA,NA,NA,4,NA,NA,NA,NA,63,"207_1",0.266445365,0.146233215,"Dat_Dec_10_2019_PM.txt",0.214258344,0.188893056166,5,18,14,3,0,"No","c|JBBLB2-1-20|Q|207",1,39,39,0,0,0,3971,2,"y","JBBLB2","NorthAm",38.90765,-75.05181667,0,"207",7,6,"7","6","14","3","Liisa",NA,1.21e-06,7.53e-08,-3.29e-07,6.03e-08,NA,NA
"182",213,"c|JBBLB2-1-20|Q|207","gm",NA,NA,NA,4,NA,NA,NA,NA,63,"207_2",0.12676154,0.0698234799999999,"Dat_Jan_15_2020_AM.txt",0.08807070372,0.06889891102,5,18,14,3,0,"No","c|JBBLB2-1-20|Q|207",2,50,49,0,0,0,3971,2,"y","JBBLB2","NorthAm",38.90765,-75.05181667,0,"207",7,6,"7","6","14","3","Liisa",NA,1.21e-06,7.53e-08,-3.29e-07,6.03e-08,NA,NA
"183",214,"a|PDVRT1-20|Q|403","gm",NA,NA,NA,4,NA,NA,NA,NA,63,"403_1",0.37974838,0.0842330349999999,"Dat_Dec_10_2019_AM.txt",0.27904202322,0.130807615204,5,18,14,3,0,"No","a|PDVRT1-20|Q|403",1,38,37,0,0,0,6461,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"403",7,6,"Dead","Dead","Dead","Dead","Liisa",NA,6.55e-07,4.03e-07,-4.79e-08,-6.7e-08,NA,NA
"184",215,"a|PDVRT1-20|Q|403","gm",NA,NA,NA,4,NA,NA,NA,NA,63,"403_2",0.468180325,0.137196945,"Dat_Jan_28_2020_AM.txt",0.18915186624,0.142049958616,5,18,14,3,0,"No","a|PDVRT1-20|Q|403",2,51,53,0,12,0,6461,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"403",7,6,"Dead","Dead","Dead","Dead","Liisa",NA,6.55e-07,4.03e-07,-4.79e-08,-6.7e-08,NA,NA
"185",216,"b|CBMCK1-1-0|N|40","gm",NA,NA,NA,3,NA,NA,NA,NA,64,"40_1",0.255271305,0.096481465,"Dat_Feb_3_2020_AM.txt",0.20282593002,NA,5,1,11,2,0,"No","b|CBMCK1-1-0|N|40",1,47,50,6,0,0,7113,3,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"40",4,1,"Dead","Dead","Dead","Dead","Nikita",NA,7.08e-07,-1.17e-08,1.43e-07,-1.03e-08,NA,NA
"186",217,"b|CBMCK1-1-0|N|40","gm",NA,NA,NA,3,NA,NA,NA,NA,64,"40_2",0.16709896,0.077687315,"Dat_Jan_24_2020_PM.txt",0.22860490272,0.120442564486,5,1,11,2,0,"No","b|CBMCK1-1-0|N|40",2,53,55,3,0,0,7113,3,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"40",4,1,"Dead","Dead","Dead","Dead","Nikita",NA,7.08e-07,-1.17e-08,1.43e-07,-1.03e-08,NA,NA
"187",218,"a|PDVRT1-20|Q|399","gm",NA,NA,NA,3,NA,NA,NA,NA,65,"399_1",0.40463812,0.13569138,"Dat_Jan_23_2020_AM.txt",0.3097008951,0.142515681898,3,1,16,3,0,"No","a|PDVRT1-20|Q|399",1,49,47,0,0,0,7405,4,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"399",4,1,"Dead","Dead","Dead","Dead","Nikita",NA,1.92e-07,2.9e-07,-6.5e-08,4.72e-08,NA,NA
"188",219,"a|PDVRT1-20|Q|399","gm",NA,NA,NA,3,NA,NA,NA,NA,65,"399_2",0.16211144,0.077066735,"Dat_Jan_23_2020_AM.txt",0.12573042036,0.045049546672,3,1,16,3,0,"No","a|PDVRT1-20|Q|399",2,54,56,7,0,0,7405,4,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"399",4,1,"Dead","Dead","Dead","Dead","Nikita",NA,1.92e-07,2.9e-07,-6.5e-08,4.72e-08,NA,NA
"189",220,"a|MSMID1-1-20|Q|373","gm",NA,NA,NA,3,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,3,1,14,2,0,"No",NA,NA,NA,NA,NA,NA,NA,4501,3,"n","MSMID1","NorthAm",41.60111111,-72.70111111,5,"373",4,1,"Dead","Dead","Dead","Dead","Nikita",NA,5.93e-07,-8.94e-08,1.06e-07,1.13e-07,NA,NA
"190",221,"e|PDVRT1-20|Q|415","gm",NA,NA,NA,2,NA,NA,NA,NA,66,"415_1",0.257392705,0.102435,"Dat_Dec_9_2019.txt",0.31327029132,0.10550692714,2,17,14,3,3,"No","e|PDVRT1-20|Q|415",1,46,45,0,0,1,5003,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"415",2,6,"Dead","Dead","Dead","Dead","Nikita",NA,8.24e-07,-6.17e-08,1.13e-07,-2.01e-07,NA,NA
"191",222,"e|PDVRT1-20|Q|415","gm",NA,NA,NA,2,NA,NA,NA,NA,66,"415_2",0.49643753,0.140001695,"Dat_Jan_8_2020_AM.txt",0.19963588992,0.088784212084,2,17,14,3,3,"No","e|PDVRT1-20|Q|415",2,49,55,2,1,6,5003,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"415",2,6,"Dead","Dead","Dead","Dead","Nikita",NA,8.24e-07,-6.17e-08,1.13e-07,-2.01e-07,NA,NA
"192",223,"d|SMAKC1-B|N|443","gm",NA,NA,NA,2,NA,NA,NA,NA,66,"443_1",0.301940475,0.117934685,"Dat_Jan_17_2020_AM.txt",0.18151301346,0.092867413882,2,17,13,3,3,"No","d|SMAKC1-B|N|443",1,31,30,0,0,0,4149,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"443",2,6,"Dead","Dead","Dead","Dead","Nikita",NA,4.66e-07,-1.93e-07,3.11e-07,-1.11e-07,NA,NA
"193",224,"d|SMAKC1-B|N|443","gm",NA,NA,NA,2,NA,NA,NA,NA,66,"443_2",0.24055212,0.126653875,"Dat_Jan_9_2020_AM.txt",0.2246906373,0.073047097462,2,17,13,3,3,"No","d|SMAKC1-B|N|443",2,55,57,7,0,1,4149,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"443",2,6,"Dead","Dead","Dead","Dead","Nikita",NA,4.66e-07,-1.93e-07,3.11e-07,-1.11e-07,NA,NA
"194",225,"a|MHBUR1-4-20|Q|334","gm",NA,NA,NA,4,NA,NA,NA,NA,67,"334_1",0.350423585,0.159527125,"Dat_Dec_10_2019_AM.txt",0.20791275072,0.140641957996,3,17,13,3,0,"No","a|MHBUR1-4-20|Q|334",1,36,32,9,0,3,3456,2,"n","MHBUR1","NorthAm",41.9675,-71.7069,128,"334",6,6,"Dead","Dead","Dead","Dead","Liisa",NA,5.13e-07,2.71e-08,-4.87e-09,-1.53e-07,NA,NA
"195",226,"b|PDVRT1-20|Q|405","gm",NA,NA,NA,4,NA,NA,NA,NA,67,"405_1",NA,NA,"Dat_Dec_6_2019.txt",NA,NA,3,17,13,3,0,"No","b|PDVRT1-20|Q|405",1,43,44,1,0,0,7871,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"405",6,6,"Dead","Dead","Dead","Dead","Liisa",NA,3.57e-07,2.82e-07,-8.03e-08,-9.18e-08,NA,NA
"196",227,"b|PDVRT1-20|Q|405","gm",NA,NA,NA,4,NA,NA,NA,NA,67,"405_2",0.20089452,0.0989611099999999,"Dat_Dec_9_2019.txt",0.2025327912,0.098705201068,3,17,13,3,0,"No","b|PDVRT1-20|Q|405",2,64,66,3,0,1,7871,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"405",6,6,"Dead","Dead","Dead","Dead","Liisa",NA,3.57e-07,2.82e-07,-8.03e-08,-9.18e-08,NA,NA
"197",228,"d|VRPET2-3-20|Q|527","gm",NA,NA,NA,2,NA,NA,NA,NA,68,"527_1",0.281375475,0.143823735,"Dat_Jan_17_2020_AM.txt",0.153906234,0.096289938466,1,12,8,3,0,"No","d|VRPET2-3-20|Q|527",1,53,53,1,0,0,6173,2,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"527",2,3,"Dead","Dead","Dead","Dead","Nikita",NA,4.42e-07,3.29e-08,1.37e-07,4.75e-09,NA,NA
"198",229,"d|VRPET2-3-20|Q|527","gm",NA,NA,NA,2,NA,NA,NA,NA,68,"527_2",0.269424245,0.101087255,"Dat_Jan_17_2020_AM.txt",0.1591654893,0.093582244966,1,12,8,3,0,"No","d|VRPET2-3-20|Q|527",2,58,58,3,2,0,6173,2,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"527",2,3,"Dead","Dead","Dead","Dead","Nikita",NA,4.42e-07,3.29e-08,1.37e-07,4.75e-09,NA,NA
"199",230,"a|CRSOSO-3-40|Q|58","gm",NA,NA,NA,2,NA,NA,NA,NA,68,"58_1",0.120106105,0.0682841699999999,"Dat_Jan_16_2020_PM.txt",0.11124591396,0.066050417458,1,12,11,2,0,"No","a|CRSOSO-3-40|Q|58",1,47,46,9,0,0,6650,3,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"58",2,3,"Dead","Dead","Dead","Dead","Nikita",NA,5.3e-07,1.53e-07,1.39e-08,1.59e-09,NA,NA
"200",231,"d|VRPET2-3-20|Q|528","gm",NA,NA,NA,4,NA,NA,NA,NA,69,"528_1",0.624607385,0.176574145,"Dat_Jan_21_2020_AM.txt",0.22243174404,0.110749021756,5,9,15,3,0,"No","d|VRPET2-3-20|Q|528",1,49,51,0,1,1,5439,2,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"528",4,4,"10","20","72","6","Nikita",NA,6.14e-07,2.99e-08,-1.96e-07,4.25e-08,NA,NA
"201",232,"d|VRPET2-3-20|Q|528","gm",NA,NA,NA,4,NA,NA,NA,NA,69,"528_2",0.203274705,0.0843221299999999,"Dat_Jan_10_2020_AM.txt",0.14480168712,0.051266410948,5,9,15,3,0,"No","d|VRPET2-3-20|Q|528",2,49,60,1,1,3,5439,2,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"528",4,4,"10","20","72","6","Nikita",NA,6.14e-07,2.99e-08,-1.96e-07,4.25e-08,NA,NA
"202",233,"b|CRSOSO-3-40|Q|70","gm",NA,NA,NA,4,NA,NA,NA,NA,69,"70_1",0.61858391,0.20356135,"Dat_Jan_21_2020_AM.txt",0.22234552674,0.08487430267,5,9,12,3,0,"No","b|CRSOSO-3-40|Q|70",1,36,35,4,6,7,1260,1,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"70",4,4,"7","8","21","3","Nikita",NA,4.76e-07,1.95e-07,-1.23e-07,-7.71e-08,NA,NA
"203",234,"c|JWBOY-2-80|Q|259","gm",NA,NA,NA,3,NA,NA,NA,NA,70,"259_1",0.458950005,0.124669295,"Dat_Jan_30_2020_PM.txt",NA,NA,5,3,10,3,0,"No","d|JWBOY-2-80|Q|259",1,32,37,6,0,1,5916,4,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"259",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,1.66e-07,2.15e-07,8.19e-08,2.11e-08,NA,NA
"204",235,"c|JWBOY-2-80|Q|259","gm",NA,NA,NA,3,NA,NA,NA,NA,70,"259_2",0.32240894,0.13399425,"Dat_Jan_31_2020_AM.txt",NA,NA,5,3,10,3,0,"No","d|JWBOY-2-80|Q|259",2,47,51,7,0,0,5916,4,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"259",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,1.66e-07,2.15e-07,8.19e-08,2.11e-08,NA,NA
"205",236,"d|VRPET2-3-20|Q|529","gm",NA,NA,NA,3,NA,NA,NA,NA,70,"529_1",0.68576533,-0.0810926849999999,"Dat_Jan_30_2020_PM.txt",NA,NA,5,3,11,3,0,"No","d|VRPET2-3-20|Q|529",1,47,47,5,0,0,6061,3,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"529",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,3.58e-07,1.27e-08,-4.39e-08,1.02e-07,NA,NA
"206",237,"d|VRPET2-3-20|Q|529","gm",NA,NA,NA,3,NA,NA,NA,NA,70,"529_2",NA,NA,"Dat_Dec_6_2019.txt",NA,NA,5,3,11,3,0,"No","d|VRPET2-3-20|Q|529",2,53,59,3,0,0,6061,3,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"529",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,3.58e-07,1.27e-08,-4.39e-08,1.02e-07,NA,NA
"207",238,"b|VRPET2-3-20|Q|509","gm",NA,NA,NA,2,NA,NA,NA,NA,71,"509_1",0.464649795,0.109732165,"Dat_Jan_16_2020_AM.txt",0.22463890692,0.09581338441,5,11,4,3,9,"No","b|VRPET2-3-20|Q|509",1,35,35,0,0,1,3753,4,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"509",4,5,"27","18","90","20","Nikita",NA,6.97e-07,-3.32e-08,1.77e-07,4.61e-08,NA,NA
"208",239,"a|CWRIC2-X2|Q|82","gm",NA,NA,NA,2,NA,NA,NA,NA,71,"82_1",0.321178285,0.135974715,"Dat_Jan_16_2020_AM.txt",0.15544090194,0.093473937226,5,11,14,2,9,"No","a|CWRIC2-X2|Q|82",1,31,35,0,0,1,3598,3,"y","CWRIC2","NorthAm",37.544016,-77.509875,30,"82",4,5,"31","31","87","10","Nikita",NA,3.07e-07,8.16e-08,-6.84e-08,1.81e-07,NA,NA
"209",240,"a|CWRIC2-X2|Q|82","gm",NA,NA,NA,2,NA,NA,NA,NA,71,"82_2",0.22994512,0.0968862,"Dat_Jan_16_2020_PM.txt",0.15461321586,0.076902853006,5,11,14,2,9,"No","a|CWRIC2-X2|Q|82",2,44,43,0,0,1,3598,3,"y","CWRIC2","NorthAm",37.544016,-77.509875,30,"82",4,5,"31","31","87","10","Nikita",NA,3.07e-07,8.16e-08,-6.84e-08,1.81e-07,NA,NA
"210",241,"a|MSMID1-1-20|Q|370","gm",NA,NA,NA,2,NA,NA,NA,NA,72,"370_1",0.264873985,0.10336587,"Dat_Jan_31_2020_AM.txt",NA,NA,3,7,14,2,0,"No","a|MSMID1-1-20|Q|370",1,58,58,1,0,0,7518,2,"n","MSMID1","NorthAm",41.60111111,-72.70111111,5,"370",1,3,"Dead","Dead","Dead","Dead","Nikita",NA,8.39e-07,-8.55e-08,-1.16e-07,1.95e-08,NA,NA
"211",242,"a|MSMID1-1-20|Q|370","gm",NA,NA,NA,2,NA,NA,NA,NA,72,"370_2",0.0473498050000001,0.056386565,"Dat_Jan_23_2020_PM.txt",0.11059066248,0.08232907078,3,7,14,2,0,"No","a|MSMID1-1-20|Q|370",2,62,67,1,0,0,7518,2,"n","MSMID1","NorthAm",41.60111111,-72.70111111,5,"370",1,3,"Dead","Dead","Dead","Dead","Nikita",NA,8.39e-07,-8.55e-08,-1.16e-07,1.95e-08,NA,NA
"212",243,"d|VRPET2-3-20|Q|530","gm",NA,NA,NA,2,NA,NA,NA,NA,72,"530_1",0.325064135,0.100898365,"Dat_Jan_29_2020_AM.txt",0.1618382256,0.10426138813,3,7,11,2,0,"No","d|VRPET2-3-20|Q|530",1,47,49,0,1,0,4900,2,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"530",1,3,"27","27","59","13","Nikita",NA,1.16e-06,1.88e-07,-3.1e-07,1.22e-07,NA,NA
"213",244,"d|VRPET2-3-20|Q|530","gm",NA,NA,NA,2,NA,NA,NA,NA,72,"530_2",0.200343685,0.081112645,"Dat_Jan_31_2020_PM.txt",NA,NA,3,7,11,2,0,"No","d|VRPET2-3-20|Q|530",2,49,53,0,2,0,4900,2,"n","VRPET2","NorthAm",42.531117,-72.189784,329.1,"530",1,3,"27","27","59","13","Nikita",NA,1.16e-06,1.88e-07,-3.1e-07,1.22e-07,NA,NA
"214",245,"d|JBCHY1-1-50|Q|237","gm",NA,NA,NA,3,NA,NA,NA,NA,73,"237_1",0.297390215,0.1202133,"Dat_Jan_10_2020_AM.txt",0.11276333844,0.082404886198,1,16,13,2,0,"No","d|JBCHY1-1-50|Q|237",1,36,34,2,0,0,2550,3,"y","JBCHY1","NorthAm",38.94948333,-75.04693333,25.9,"237",7,6,"13","15","105","5","Liisa",NA,2e-07,2.4e-07,-2.73e-08,9.13e-08,NA,NA
"215",246,"a|MSMID1-1-20|Q|371","gm",NA,NA,NA,3,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,1,16,18,3,0,"No",NA,NA,NA,NA,NA,NA,NA,4588,3,"n","MSMID1","NorthAm",41.60111111,-72.70111111,5,"371",7,6,"19","18","62","7","Liisa",NA,2.33e-07,1.61e-07,6.54e-08,3.64e-08,NA,NA
"216",247,"b|JBCHY1-1-50|Q|226","gm",NA,NA,NA,4,NA,NA,NA,NA,74,"226_1",0.911439275,0.2734266,"Dat_Jan_23_2020_PM.txt",0.28173200298,0.14753033026,4,20,9,2,0,"No","b|JBCHY1-1-50|Q|226",1,31,27,0,0,0,1736,2,"y","JBCHY1","NorthAm",38.94948333,-75.04693333,25.9,"226",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,1.03e-06,7.52e-08,-3.2e-07,1.24e-07,NA,NA
"217",248,"c|CWRIC2-X2|Q|94","gm",NA,NA,NA,4,NA,NA,NA,NA,74,"94_1",0.225815895,0.0999283999999999,"Dat_Dec_9_2019.txt",0.11747080302,0.087007965148,4,20,10,2,0,"No","c|CWRIC2-X2|Q|94",1,42,50,1,0,5,2520,2,"y","CWRIC2","NorthAm",37.544016,-77.509875,30,"94",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,1.22e-06,-1.18e-08,1.38e-07,-2.89e-07,NA,NA
"218",249,"d|JBBLB2-1-20|Q|212","gm",NA,NA,NA,3,NA,NA,NA,NA,75,"212_2",0.627263395,0.198240535,"Dat_Jan_15_2020_AM.txt",0.1821855084,0.083152209604,3,16,9,2,0,"No","d|JBBLB2-1-20|Q|212",2,35,35,30,0,0,5434,3,"y","JBBLB2","NorthAm",38.90765,-75.05181667,0,"212",7,6,"6","10","54","7","Liisa",NA,5.62e-07,9.29e-09,6.83e-09,-8.04e-08,NA,NA
"219",250,"b|JBCHY1-1-50|Q|227","gm",NA,NA,NA,3,NA,NA,NA,NA,75,"227_1",0.644589915,0.183327685,"Dat_Jan_22_2020_PM.txt",0.22265590902,0.127190136688,3,16,14,3,0,"No","b|JBCHY1-1-50|Q|227",1,36,34,3,0,0,3480,2,"y","JBCHY1","NorthAm",38.94948333,-75.04693333,25.9,"227",7,6,"13","12","96","7","Liisa",NA,4.04e-07,4.03e-08,1.78e-07,-2.03e-07,NA,NA
"220",251,"b|JBCHY1-1-50|Q|227","gm",NA,NA,NA,3,NA,NA,NA,NA,75,"227_2",0.632558375,0.18467543,"Dat_Jan_24_2020_AM.txt",0.20439508488,0.143284666852,3,16,14,3,0,"No","b|JBCHY1-1-50|Q|227",2,48,47,2,0,0,3480,2,"y","JBCHY1","NorthAm",38.94948333,-75.04693333,25.9,"227",7,6,"13","12","96","7","Liisa",NA,4.04e-07,4.03e-08,1.78e-07,-2.03e-07,NA,NA
"221",252,"d|JBCHY1-1-50|Q|238","gm",NA,NA,NA,1,NA,NA,NA,NA,76,"238_1",0.187195065,0.099390125,"Dat_Dec_11_2019_AM.txt",0.1301964765,0.080791100872,3,12,0,0,0,"No","d|JBCHY1-1-50|Q|238",1,38,35,3,0,0,1691,2,"y","JBCHY1","NorthAm",38.94948333,-75.04693333,25.9,"238",5,3,"5","7","9","1","Nikita",NA,1.1e-06,-2.23e-07,7.3e-08,-1.67e-07,NA,NA
"222",253,"d|JWBOY-2-80|Q|255","gm",NA,NA,NA,1,NA,NA,NA,NA,76,"255_1",0.42926826,0.152979965,"Dat_Jan_9_2020_AM.txt",0.12738579252,0.135876417436,3,12,11,3,0,"No","d|JWBOY-2-80|Q|255",1,59,63,4,0,1,14991,3,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"255",5,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.15e-06,-1.03e-07,-8.48e-08,3.58e-08,NA,NA
